,latitude,longitude,police_500,police_1000,police_3000,hospital_500,hospital_1000,hospital_3000,shopping_mall_500,shopping_mall_1000,shopping_mall_3000,library_500,library_1000,library_3000,bus_station_500,bus_station_1000,bus_station_3000,university_500,university_1000,university_3000,primary_school_500,primary_school_1000,primary_school_3000,church_500,church_1000,church_3000,night_club_500,night_club_1000,night_club_3000,supermarket_500,supermarket_1000,supermarket_3000,subway_station_500,subway_station_1000,subway_station_3000,park_500,park_1000,park_3000
臺北市內湖區成功路二段426巷24號3樓,25.0708064,121.5890153,1,1,24,15,24,60.0,1,2,37.0,3,4,21,0,5.0,60.0,2,13,35.0,1,1,30,3,9.0,60.0,0,2,15,2,5,60.0,0,1,12,5,16,60
臺北市士林區延平北路五段２１３巷９號３樓,25.0837086,121.5094568,0,4,22,2,4,60.0,4,4,34.0,1,3,40,1,3.0,60.0,0,0,32.0,1,2,27,2,10.0,60.0,1,2,35,2,6,58.0,0,0,9,5,18,60
臺北市士林區中山北路六段１９５巷８號１２樓之１,25.1079687,121.5242233,1,1,15,2,52,60.0,3,6,19.0,0,3,29,3,14.0,45.0,1,3,52.0,1,6,22,6,28.0,60.0,1,4,11,4,23,56.0,0,2,5,9,27,60
臺北市大安區青田街７巷１２弄１１號４樓,25.027724,121.533801,1,2,6,2,21,41.0,2,13,18.0,8,16,33,5,24.0,41.0,6,36,60.0,4,12,19,13,41.0,60.0,0,2,5,3,18,28.0,0,4,6,18,56,60
臺北市大安區信義路四段６９號１２樓,25.0325464,121.5458085,1,4,6,8,60,60.0,1,10,30.0,2,12,21,8,30.0,56.0,2,17,34.0,3,9,14,11,47.0,60.0,4,12,34,5,26,45.0,1,3,7,11,35,60
臺北市信義區信義路五段９５號７樓,25.0333622,121.5720053,8,10,11,2,13,39.0,0,31,33.0,1,7,15,2,13.0,22.0,1,7,15.0,2,6,7,3,18.0,35.0,3,17,24,0,13,24.0,1,3,4,9,40,57
臺北市松山區八德路二段３８６號８樓之１３,25.0480152,121.5464051,2,5,7,11,60,60.0,8,39,44.0,4,15,22,5,26.0,42.0,4,15,42.0,3,7,11,13,53.0,60.0,5,33,46,8,22,33.0,0,4,4,6,47,60
臺北市南港區經貿二路２５５巷５號１０樓,25.061752,121.6143664,2,4,18,1,6,54.0,0,0,20.0,0,2,28,8,18.0,50.0,0,0,18.0,0,4,21,2,9.0,55.0,0,1,7,1,7,53.0,1,3,7,9,27,60
臺北市南港區玉成街１７９號６樓之１,25.0447515,121.584234,1,3,22,16,26,55.0,1,6,60.0,3,9,27,4,14.0,54.0,1,1,18.0,4,9,23,10,28.0,60.0,1,13,39,4,16,60.0,1,3,9,13,49,60
臺北市大安區和平東路一段１８３巷７弄３之１號５樓,25.027059,121.533479,1,2,6,3,22,44.0,2,13,18.0,6,16,34,5,25.0,40.0,6,39,60.0,3,12,19,13,48.0,60.0,0,3,5,4,17,32.0,0,3,6,18,60,60
臺北市士林區中山北路六段７５４巷１４之４號４樓,25.1150022,121.5286226,0,0,11,5,36,60.0,2,5,12.0,1,10,26,0,1.0,33.0,1,9,52.0,4,9,24,4,26.0,60.0,0,3,8,12,23,52.0,0,0,5,6,26,60
臺北市北投區奇岩路１９５巷１４號３樓,25.1292379,121.50826,0,3,12,0,4,60.0,0,1,3.0,1,2,19,0,10.0,32.0,0,10,32.0,1,2,17,1,10.0,58.0,0,3,12,2,8,46.0,0,2,7,8,37,60
士商路１７７號六樓,25.094827,121.5167148,0,2,17,21,26,60.0,0,0,23.0,3,5,23,1,10.0,48.0,0,2,26.0,0,2,21,2,13.0,60.0,0,2,15,0,5,52.0,0,1,5,8,20,60
汀州路四段２４１號八樓,25.0018639,121.5356162,1,2,8,1,2,12.0,1,2,2.0,2,4,6,3,5.0,20.0,0,11,27.0,3,5,8,2,22.0,39.0,0,2,4,5,10,22.0,1,1,2,8,33,55
保安街７２巷３號二樓之９,25.0588261,121.5122149,8,14,24,6,27,49.0,6,23,50.0,8,14,21,2,16.0,38.0,2,4,17.0,3,10,11,11,28.0,45.0,5,9,31,6,15,25.0,1,3,7,7,26,52
中央北路三段６５號十三樓,25.1377706,121.4846386,0,0,7,0,0,38.0,0,0,3.0,0,1,12,2,2.0,21.0,0,2,29.0,2,2,14,1,1.0,40.0,0,0,8,2,3,30.0,1,1,7,3,8,60
臺北市中山區長安東路一段30巷3弄3之6號,25.0478662,121.5264749,5,17,24,5,40,60.0,2,33,56.0,1,20,35,5,37.0,60.0,3,23,43.0,1,3,6,11,48.0,60.0,40,60,60,4,15,21.0,1,5,8,12,39,60
臺北市內湖區五分街７２巷３號７樓之２,25.0671942,121.6163776,3,5,18,3,3,53.0,0,2,18.0,1,1,26,2,13.0,50.0,0,0,18.0,2,5,21,4,11.0,60.0,0,0,9,7,15,52.0,1,2,8,10,29,60
臺北市內湖區星雲街１３５號４樓,25.0805639,121.5955931,2,4,19,2,16,60.0,0,1,19.0,0,0,12,5,11.0,43.0,1,17,32.0,1,4,19,7,17.0,59.0,1,4,6,4,9,53.0,1,2,7,7,27,60
臺北市內湖區民權東路六段１８７號４樓,25.0679136,121.5974068,0,1,21,0,19,60.0,0,1,35.0,1,4,18,0,2.0,60.0,9,12,34.0,0,2,25,0,3.0,60.0,0,0,12,1,3,60.0,0,0,12,9,21,60
臺北市中山區五常街５３巷５號４樓,25.0646379,121.539722,0,2,5,5,17,26.0,6,6,10.0,1,4,11,5,21.0,34.0,0,21,25.0,1,2,6,4,21.0,35.0,0,3,11,13,24,29.0,0,2,3,5,24,60
臺北市中山區雙城街１８巷９號５樓之３,25.0655142,121.5235047,0,5,14,18,46,60.0,2,10,19.0,3,8,15,4,16.0,30.0,14,21,24.0,3,6,13,17,38.0,58.0,8,41,53,6,17,26.0,2,4,6,8,46,60
臺北市內湖區江南街７１巷１８號３樓之１,25.0768152,121.5778135,1,2,19,5,11,60.0,1,4,34.0,1,1,14,6,12.0,48.0,4,8,34.0,1,4,21,11,20.0,60.0,0,1,12,6,12,60.0,1,2,7,8,25,60
臺北市中山區新生北路三段８４巷３７號４樓,25.0675615,121.5263767,0,4,8,16,26,57.0,2,8,13.0,3,6,13,2,16.0,29.0,9,19,23.0,3,4,9,10,32.0,46.0,6,29,44,6,17,32.0,0,3,5,14,40,58
臺北市中山區龍江路３５６巷５６號５樓,25.0658602,121.5387563,1,1,5,2,17,27.0,3,6,10.0,0,4,9,6,19.0,27.0,0,20,25.0,1,3,7,2,21.0,34.0,0,2,11,13,20,31.0,0,2,3,4,27,53
臺北市大同區寧夏路２０號１３樓之２,25.0549352,121.5148473,2,22,30,8,48,60.0,15,51,60.0,7,20,26,4,35.0,53.0,2,12,27.0,3,6,11,9,34.0,60.0,4,18,60,11,16,21.0,0,5,7,9,33,49
哈密街５９巷７８弄５號八樓,25.0758728,121.5150381,2,4,8,2,5,15.0,0,5,11.0,2,3,6,2,8.0,13.0,0,2,12.0,2,3,8,3,15.0,22.0,0,3,8,1,6,11.0,0,1,1,7,24,46
臺北市大同區長安西路３４２號９樓之１及９樓之２,25.0519359,121.5102772,3,16,31,11,34,60.0,15,47,60.0,2,16,31,8,32.0,50.0,0,19,29.0,0,5,9,5,30.0,46.0,1,22,37,7,16,19.0,2,3,7,9,24,49
臺北市士林區中正路680巷1弄3號3樓,25.0862619,121.5066191,1,1,18,3,4,60.0,3,4,36.0,0,2,39,1,3.0,59.0,0,0,27.0,1,2,22,4,8.0,60.0,2,2,30,4,6,60.0,0,0,6,5,15,60
臺北市士林區華齡街185巷1號7樓,25.0874563,121.5193663,2,5,18,3,9,60.0,2,10,26.0,1,4,20,2,8.0,46.0,2,10,31.0,1,3,19,7,13.0,60.0,2,7,21,3,9,47.0,0,2,5,4,26,60
臺北市北投區吉利街２８０巷２７弄２號二樓,25.1175983,121.510108,0,7,12,2,10,60.0,1,2,12.0,3,7,20,3,12.0,43.0,7,21,33.0,2,5,21,6,14.0,60.0,0,3,12,8,13,58.0,0,2,7,8,28,60
臺北市北投區三合街一段117巷38弄8號七樓,25.1253451,121.504026,0,2,11,0,3,60.0,0,2,4.0,1,2,17,6,13.0,31.0,0,6,32.0,1,2,18,1,13.0,51.0,1,3,11,3,9,41.0,1,3,7,13,31,60
臺北市士林區忠勇街４０巷４弄１號四樓,25.0986483,121.533567,0,1,12,0,34,60.0,0,0,23.0,1,3,26,0,10.0,38.0,0,9,45.0,2,4,21,5,24.0,60.0,0,0,14,1,5,50.0,0,1,6,9,35,60
臺北市士林區忠誠路一段171巷10弄8號10樓,25.1067752,121.5305283,0,2,16,29,34,60.0,1,6,20.0,1,4,31,0,9.0,37.0,0,2,55.0,1,9,22,8,25.0,60.0,0,3,11,6,18,52.0,0,1,5,7,27,60
臺北市北投區榮華一路２０巷４號四樓,25.1119019,121.523247,0,4,13,19,54,60.0,0,7,16.0,1,8,27,1,11.0,39.0,0,6,43.0,3,7,22,8,28.0,60.0,1,5,11,3,26,54.0,0,3,5,5,27,60
臺北市士林區通河街323巷65之5號,25.0816824,121.5190442,0,4,26,1,4,60.0,1,9,32.0,1,4,33,0,7.0,60.0,0,2,35.0,2,3,22,2,11.0,60.0,3,6,50,3,7,60.0,0,1,8,7,25,60
臺北市士林區社子街７４號,25.087309,121.5066743,1,1,21,3,4,60.0,2,4,34.0,1,2,37,1,3.0,58.0,0,0,22.0,1,2,18,5,8.0,60.0,2,2,26,6,6,60.0,0,0,6,7,18,60
臺北市北投區石牌路一段３９巷１３３弄７號三樓,25.1181811,121.5096115,0,7,12,1,10,60.0,1,3,12.0,3,7,19,3,12.0,43.0,7,21,33.0,3,6,21,6,15.0,60.0,0,3,12,7,11,58.0,1,2,7,9,30,60
臺北市北投區致遠二路８７巷３０號２樓,25.1166154,121.510752,0,7,12,4,15,60.0,1,2,13.0,3,8,23,2,12.0,43.0,4,21,34.0,3,5,20,7,14.0,60.0,0,3,13,8,15,57.0,0,2,7,8,27,60
臺北市士林區中山北路五段837號三樓,25.1019667,121.5255387,0,1,15,1,56,60.0,3,4,24.0,0,3,30,11,17.0,41.0,1,2,53.0,0,6,23,8,32.0,60.0,1,2,17,5,11,60.0,1,2,5,9,35,60
臺北市大安區通化街200巷33號3樓之2,25.0279288,121.5518193,1,4,29,3,28,60.0,2,8,60.0,0,9,60,5,26.0,60.0,5,24,60.0,1,9,39,13,51.0,60.0,4,8,60,11,34,60.0,1,3,17,7,30,60
臺北市大安區和平東路一段177號9樓之3,25.026593,121.532471,1,2,6,4,23,39.0,4,13,19.0,7,18,35,6,26.0,36.0,7,37,59.0,4,13,18,15,58.0,60.0,0,3,5,5,18,31.0,0,4,6,22,56,60
臺北市大安區大安路一段202號7樓之11,25.0349654,121.5458993,1,4,7,39,60,60.0,2,22,33.0,3,11,19,9,34.0,50.0,2,12,29.0,1,9,14,13,41.0,60.0,4,29,36,4,23,44.0,1,4,6,8,36,60
臺北市大安區忠孝東路四段67之2號,25.0419469,121.5466256,1,3,9,38,60,60.0,17,28,38.0,2,10,19,12,29.0,54.0,3,10,24.0,1,8,13,12,60.0,60.0,15,35,43,7,23,36.0,2,2,7,8,30,53
臺北市大安區杭州南路二段５號六樓,25.0345054,121.5241305,0,5,20,4,47,60.0,3,13,16.0,3,33,47,8,23.0,45.0,3,25,39.0,1,6,13,11,41.0,60.0,0,0,3,8,20,29.0,1,3,7,9,31,60
臺北市大安區羅斯福路二段77巷14號四樓,25.026408,121.523728,0,3,11,9,30,42.0,1,11,14.0,4,19,29,5,22.0,34.0,10,23,27.0,3,11,14,20,58.0,60.0,0,3,6,8,18,29.0,1,4,4,12,47,60
臺北市文山區車前路１１之１號５樓,24.991279,121.540903,4,5,21,9,33,60.0,0,1,15.0,4,5,39,10,20.0,60.0,4,14,60.0,4,8,40,16,33.0,60.0,0,2,12,5,10,60.0,1,2,11,7,22,60
臺北市中正區延平南路１８５號３樓之３,25.0340513,121.5076041,1,15,23,3,19,60.0,0,9,27.0,6,21,36,6,38.0,51.0,3,12,19.0,1,7,15,3,25.0,43.0,0,13,26,4,23,31.0,1,3,5,26,47,60
忠順街一段１０巷１６號五樓,24.9833797,121.5583709,0,2,18,1,5,60.0,0,0,7.0,2,7,42,0,5.0,59.0,0,1,50.0,2,6,36,6,12.0,60.0,0,1,10,4,10,60.0,0,0,10,16,30,60
臺北市文山區興隆路二段７８巷２號２樓,24.9998548,121.5482129,3,3,21,2,6,60.0,0,1,12.0,1,3,42,0,10.0,60.0,3,13,60.0,5,9,33,10,24.0,60.0,2,3,11,6,10,59.0,0,2,10,14,32,60
臺北市中正區重慶南路三段１２８號１０樓,25.0244909,121.5164763,3,11,13,1,26,30.0,0,2,5.0,3,18,28,3,9.0,26.0,0,8,17.0,2,7,13,12,45.0,60.0,1,3,8,3,13,26.0,0,2,3,9,36,60
臺北市南港區合順街8巷3弄28號,25.0423456,121.6192009,0,2,6,0,0,4.0,0,0,10.0,10,15,17,2,5.0,27.0,3,4,22.0,3,4,9,0,4.0,18.0,1,1,3,2,6,15.0,0,0,3,7,25,60
臺北市松山區三民路１３６巷１７號四樓,25.060674,121.5641735,1,4,5,4,17,26.0,1,2,10.0,1,3,4,1,5.0,9.0,0,1,6.0,4,5,9,10,17.0,35.0,0,2,9,7,17,29.0,0,0,2,8,36,56
臺北市信義區松德路127號4樓,25.0374409,121.5752252,1,11,11,5,16,22.0,0,25,32.0,2,7,15,1,10.0,27.0,2,4,8.0,3,6,10,11,24.0,38.0,3,16,24,4,16,24.0,1,3,4,9,34,60
臺北市信義區虎林街232巷36號4樓,25.036481,121.576677,4,10,11,4,16,20.0,0,8,32.0,2,9,13,0,7.0,23.0,2,3,8.0,1,6,9,11,24.0,34.0,3,13,21,4,15,25.0,1,2,4,10,34,60
臺北市松山區長春路442號4樓之8,25.0544321,121.5452099,1,8,8,19,44,60.0,11,23,25.0,3,14,23,8,27.0,52.0,5,33,33.0,0,7,12,6,48.0,60.0,6,18,29,3,19,31.0,1,3,5,19,54,60
臺北市南港區研究院路三段14巷10號8樓,25.0354034,121.6164437,0,1,4,0,0,3.0,0,0,7.0,1,12,17,1,4.0,17.0,2,21,22.0,0,3,7,0,1.0,16.0,0,0,3,1,3,12.0,0,0,2,6,16,60
臺北市信義區松勤街１５０號,25.0311435,121.5693281,5,10,11,0,26,37.0,7,27,34.0,0,11,15,2,13.0,24.0,2,17,24.0,0,5,7,1,18.0,34.0,3,15,19,1,13,19.0,1,2,4,7,40,54
臺北市信義區永吉路8號六樓,25.0454449,121.5676174,0,2,4,6,15,43.0,2,23,40.0,2,12,18,4,16.0,33.0,2,8,10.0,2,5,10,8,29.0,51.0,2,11,30,4,19,28.0,1,2,5,6,32,60
臺北市松山區民生東路五段69巷2之1號四樓,25.059639,121.558347,4,6,9,2,26,48.0,0,5,13.0,2,7,15,0,14.0,21.0,1,3,7.0,1,10,10,11,32.0,46.0,1,3,8,5,20,30.0,0,1,3,11,31,59
臺北市內湖區內湖路三段５９巷７弄１９號五樓,25.0859396,121.5916214,1,3,12,11,12,60.0,0,1,12.0,0,2,12,5,9.0,40.0,1,9,34.0,1,3,15,5,16.0,53.0,2,4,6,2,10,39.0,1,1,7,8,26,60
臺北市中山區松江路１號八樓之１,25.0459329,121.5331709,1,8,18,6,28,47.0,9,16,27.0,1,12,23,7,28.0,49.0,10,19,30.0,1,4,8,9,47.0,60.0,0,39,60,3,16,28.0,1,3,5,10,45,60
臺北市中山區民權東路一段19號13樓,25.0629707,121.5234747,0,11,17,23,47,60.0,5,16,32.0,4,11,22,4,15.0,37.0,11,21,25.0,3,6,15,16,40.0,60.0,23,52,60,8,19,30.0,2,5,7,13,47,60
臺北市中山區林森北路481號4樓之6,25.0611307,121.5257278,2,2,19,29,49,60.0,6,15,32.0,3,12,21,2,20.0,45.0,4,20,26.0,3,7,12,11,40.0,60.0,34,56,60,9,20,30.0,1,4,8,11,42,60
臺北市內湖區民權東路六段123巷25號4樓,25.069894,121.5930419,1,1,23,18,21,60.0,1,2,37.0,4,4,18,0,0.0,60.0,11,12,33.0,1,2,27,2,6.0,60.0,0,1,13,2,3,60.0,0,0,13,6,19,60
臺北市內湖區康樂街１８６巷３４之１號四樓之１,25.077457,121.6205772,0,1,13,0,1,52.0,1,2,11.0,0,1,10,0,4.0,44.0,0,0,13.0,0,0,16,0,2.0,49.0,0,0,6,1,5,47.0,0,0,6,4,15,60
臺北市內湖區康寧路三段１８９巷８３弄４號,25.0726564,121.6122776,0,3,18,14,18,60.0,1,1,20.0,2,3,16,4,9.0,54.0,1,2,25.0,3,5,19,6,9.0,60.0,0,0,9,7,14,53.0,0,2,8,10,28,60
臺北市內湖區金龍路222巷16號三樓之5,25.0879535,121.5853707,0,1,10,0,12,60.0,0,1,18.0,1,2,12,0,6.0,41.0,0,8,34.0,0,1,14,4,8.0,51.0,1,2,7,1,8,40.0,0,0,6,5,17,60
臺北市萬華區國興路１巷２號七樓之３,25.0242964,121.5088074,2,6,17,4,5,26.0,0,0,0.0,2,11,23,0,10.0,16.0,0,3,4.0,0,8,17,8,31.0,48.0,1,4,4,4,11,25.0,0,0,1,11,49,60
臺北市中正區忠孝東路二段１２２號十樓之３,25.0425367,121.5314665,1,10,15,5,26,59.0,9,12,27.0,7,15,27,5,18.0,46.0,10,20,38.0,1,4,10,8,45.0,60.0,0,10,59,4,15,30.0,1,2,6,16,39,60
臺北市萬華區長泰街２８２巷１３弄９號四樓,25.0217154,121.4932417,0,3,3,3,8,9.0,0,1,1.0,0,2,4,0,2.0,6.0,0,0,2.0,1,5,10,5,14.0,19.0,2,4,4,1,11,18.0,0,0,0,8,25,46
臺北市萬華區中華路二段498巷5號二樓,25.0259139,121.5073842,0,10,17,4,6,27.0,0,0,3.0,3,11,21,1,11.0,24.0,0,2,6.0,2,10,16,11,27.0,45.0,1,4,5,6,14,25.0,0,0,2,10,48,60
臺北市萬華區西寧南路１２８號十一樓,25.041129,121.50592,5,13,24,23,47,60.0,18,28,43.0,8,16,26,14,33.0,57.0,9,23,28.0,1,5,9,7,23.0,35.0,15,27,31,8,15,22.0,1,3,7,7,39,60
臺北市大同區民權西路２３７之１號十六樓之５,25.0631256,121.5117242,6,12,17,4,18,38.0,2,12,26.0,5,12,18,7,13.0,27.0,1,6,21.0,5,9,13,8,28.0,48.0,4,10,17,0,10,27.0,1,2,5,4,21,46
臺北市大同區延平北路二段247巷24號3樓,25.0622154,121.5124973,8,11,17,4,17,54.0,3,14,32.0,6,12,15,7,12.0,32.0,2,9,21.0,6,10,11,8,27.0,50.0,4,10,25,2,15,25.0,1,3,5,6,28,44
臺北市大同區貴德街３６巷１２號四樓,25.0543821,121.5078074,3,12,24,12,20,42.0,6,26,59.0,3,9,22,2,12.0,41.0,0,4,20.0,0,6,12,6,13.0,38.0,1,13,31,4,13,24.0,0,2,5,6,23,39
臺北市萬華區和平西路三段309巷15弄53號,25.0359583,121.4919217,2,7,9,1,16,34.0,0,6,6.0,1,3,5,0,8.0,13.0,0,1,6.0,2,5,7,1,9.0,18.0,0,7,10,3,11,19.0,0,1,1,15,32,49
臺北市萬華區西園路一段２７號四樓,25.0408756,121.5001059,2,9,16,26,39,41.0,0,25,27.0,3,11,13,0,25.0,33.0,5,9,11.0,2,3,9,5,13.0,19.0,6,27,28,4,17,22.0,0,2,3,8,32,54
臺北市大同區民權西路９１號九樓之７,25.0630764,121.5188695,1,13,17,7,47,60.0,1,15,43.0,3,13,22,6,18.0,26.0,7,21,25.0,3,13,14,17,40.0,60.0,4,43,60,3,18,31.0,1,5,6,13,37,60
臺北市萬華區中華路二段４１６巷１０６號二樓,25.0267929,121.5022682,1,6,11,1,13,29.0,0,3,6.0,1,8,14,2,17.0,21.0,1,1,4.0,5,10,15,6,30.0,39.0,1,5,11,7,22,32.0,0,1,2,4,50,60
臺北市中正區牯嶺街２８之１號二樓,25.0302809,121.5161864,7,11,13,14,24,49.0,0,3,5.0,8,25,36,8,21.0,35.0,3,9,29.0,2,9,12,9,42.0,60.0,1,3,4,2,16,26.0,1,3,4,4,53,60
臺北市文山區興隆路四段58巷16弄6號2樓,24.9857651,121.5606707,1,2,15,4,5,60.0,0,0,5.0,1,8,33,3,5.0,51.0,0,3,48.0,2,7,31,6,21.0,60.0,0,2,8,3,14,54.0,0,0,8,19,33,60
臺北市中正區南昌路一段124號10樓之7,25.0296505,121.5182424,3,11,14,17,25,47.0,2,3,13.0,8,26,36,6,22.0,36.0,2,12,30.0,2,8,13,19,45.0,60.0,1,3,4,6,15,27.0,1,2,5,7,45,60
臺北市文山區萬壽路７５巷４３號十一樓,24.9859302,121.5879742,0,0,4,0,0,10.0,0,0,2.0,0,5,15,1,2.0,21.0,0,0,21.0,0,1,7,0,0.0,27.0,0,0,1,0,1,13.0,0,0,3,9,16,60
臺北市中正區泉州街１８巷３號四樓,25.0270935,121.5138226,3,11,14,3,24,27.0,0,2,3.0,4,21,30,4,16.0,30.0,1,4,10.0,4,7,13,13,43.0,55.0,3,3,4,2,15,20.0,0,3,3,6,55,60
臺北市中正區和平西路一段５９號八樓之１１,25.026712,121.5194887,1,10,13,18,27,35.0,0,5,12.0,6,20,34,5,19.0,30.0,0,16,27.0,3,7,12,22,50.0,60.0,1,4,5,6,11,28.0,1,2,4,10,42,60
臺北市文山區木新路三段３８１號二樓,24.9800984,121.5550809,0,1,20,0,4,60.0,0,3,11.0,2,6,44,0,4.0,60.0,0,2,51.0,1,4,34,2,9.0,60.0,0,1,14,4,11,60.0,0,0,11,6,28,60
臺北市文山區木新路三段232巷7弄8之1號6樓,24.9818677,121.5585493,0,3,18,1,5,60.0,0,0,7.0,2,6,42,0,5.0,59.0,0,1,50.0,2,6,35,3,11.0,60.0,0,1,11,4,8,60.0,0,0,10,8,28,60
臺北市文山區木新路3段11號4樓,24.9825561,121.5649632,1,2,18,3,5,48.0,0,0,5.0,1,7,36,0,3.0,60.0,1,11,48.0,1,3,31,5,17.0,60.0,0,1,8,5,12,57.0,0,0,9,8,31,60
臺北市文山區政大一街45巷17號3樓,24.9853942,121.5803376,1,1,6,1,1,8.0,0,0,0.0,8,11,20,0,1.0,24.0,2,15,20.0,1,2,13,1,7.0,37.0,0,0,1,1,2,17.0,0,0,3,8,23,60
文林路７６５號九樓之３,25.1036402,121.5196567,0,2,15,2,25,60.0,2,5,24.0,0,2,29,7,15.0,46.0,1,2,50.0,1,4,24,3,21.0,60.0,1,3,17,2,10,60.0,1,2,6,9,27,60
臺北市文山區興德路６４巷１４號二樓,25.003202,121.558083,0,4,17,15,17,50.0,0,0,6.0,1,3,40,7,9.0,56.0,0,9,60.0,2,6,31,5,12.0,60.0,0,1,10,1,6,53.0,2,2,9,6,21,60
臺北市文山區興德路６４巷１６號二樓,25.003204,121.558131,0,4,17,15,17,50.0,0,0,6.0,1,3,40,7,9.0,56.0,0,9,60.0,2,6,31,5,12.0,60.0,0,1,10,1,6,53.0,2,2,9,6,22,60
臺北市萬華區成都路１５５號十樓之２,25.0436054,121.5029883,3,11,17,20,40,60.0,18,25,39.0,3,10,18,2,28.0,43.0,6,13,24.0,1,3,6,4,14.0,27.0,17,26,30,7,15,19.0,0,3,5,9,23,47
臺北市內湖區東湖路119巷49弄28號五樓,25.0700363,121.6165096,3,3,19,3,15,60.0,1,2,19.0,1,3,16,2,9.0,51.0,0,1,15.0,1,5,19,4,11.0,58.0,0,0,9,10,15,53.0,0,2,7,12,31,60
臺北市內湖區新豐街８２號二樓,25.0604072,121.5837614,0,2,20,2,5,60.0,0,11,37.0,0,0,24,2,3.0,56.0,1,2,38.0,2,3,27,0,6.0,60.0,0,0,24,0,11,60.0,0,0,8,4,21,60
臺北市內湖區康寧路一段175巷3號,25.0785677,121.5958699,2,4,21,0,30,60.0,0,1,22.0,0,3,13,2,11.0,46.0,0,17,32.0,1,3,20,5,14.0,60.0,0,4,6,2,6,57.0,0,2,8,3,24,60
臺北市內湖區康寧路一段175巷1號,25.0785321,121.5957906,2,4,21,0,30,60.0,0,1,23.0,0,3,13,2,11.0,46.0,0,17,32.0,1,3,20,5,14.0,60.0,0,4,6,2,6,57.0,0,2,8,3,24,60
臺北市內湖區康寧路一段175巷2號,25.0786652,121.5954913,2,4,21,2,30,60.0,0,1,22.0,0,3,14,2,11.0,46.0,0,19,32.0,1,3,20,5,15.0,60.0,0,4,6,2,6,56.0,0,2,8,3,27,60
臺北市中山區長春路28號3樓之3,25.0547621,121.5248009,3,11,25,12,50,60.0,15,33,60.0,3,15,24,3,29.0,58.0,1,10,24.0,1,7,11,8,35.0,60.0,49,60,60,3,13,34.0,0,4,9,9,42,60
臺北市內湖區南京東路六段103號2樓,25.0556307,121.5774204,1,2,4,1,7,13.0,5,17,21.0,0,2,3,1,11.0,17.0,0,0,3.0,0,3,7,2,11.0,27.0,0,4,10,2,13,24.0,0,1,2,7,37,58
臺北市中山區八德路二段２８４號四樓,25.046916,121.5417805,2,4,9,7,49,60.0,6,28,51.0,4,11,20,4,32.0,53.0,4,24,47.0,3,5,12,13,52.0,60.0,7,26,46,6,22,29.0,0,2,6,14,41,60
臺北市內湖區成功路四段２９４巷７０弄３號,25.0870482,121.5984519,1,3,11,1,13,60.0,0,0,9.0,0,0,10,0,8.0,37.0,0,1,32.0,1,3,14,5,11.0,52.0,1,3,6,2,7,41.0,0,2,6,11,30,60
臺北市信義區忠孝東路五段７４３巷２１弄１７號二樓,25.04374,121.580413,0,4,5,7,31,34.0,1,5,10.0,4,11,13,7,16.0,18.0,0,3,5.0,2,11,15,9,35.0,48.0,6,13,14,10,21,25.0,1,3,3,18,45,60
臺北市信義區光復南路４１７巷４９號四樓,25.0368801,121.5581383,0,3,10,25,60,60.0,0,41,55.0,4,12,15,7,33.0,49.0,1,12,25.0,1,6,9,10,38.0,60.0,4,32,44,7,23,40.0,0,5,6,8,31,53
臺北市松山區八德路四段６２６號四樓之５,25.0498049,121.5741697,2,3,5,3,17,41.0,6,8,20.0,2,5,11,8,18.0,26.0,0,4,5.0,2,5,10,5,29.0,48.0,1,12,17,4,15,32.0,1,2,5,7,48,60
興隆路三段６９號九樓之２,25.0001505,121.5564099,1,4,19,15,18,48.0,0,0,5.0,1,3,42,7,8.0,59.0,7,10,60.0,1,7,31,4,17.0,60.0,1,1,10,2,5,47.0,1,2,9,2,23,60
臺北市士林區延平北路五段１６３巷２９弄１號,25.0826766,121.5090451,0,3,23,2,3,60.0,4,4,36.0,1,2,44,2,3.0,60.0,0,0,33.0,1,2,25,4,9.0,60.0,0,2,37,2,7,60.0,0,0,8,5,20,60
承德路三段２０８巷６號七樓之２,25.0703932,121.5180853,1,6,13,4,19,33.0,2,6,11.0,1,6,10,6,17.0,22.0,7,16,21.0,1,6,13,7,30.0,41.0,2,12,20,3,9,14.0,1,3,4,6,34,57
環河南路二段４６巷１號三樓,25.0381508,121.4966195,4,9,12,10,33,42.0,1,6,24.0,1,6,10,1,11.0,28.0,0,7,11.0,1,7,9,3,13.0,21.0,6,9,25,6,16,27.0,1,1,2,12,33,49
興寧街６２號三樓,25.0321747,121.4999659,3,9,12,2,26,46.0,4,6,8.0,1,10,17,11,17.0,26.0,1,3,12.0,2,12,16,4,25.0,41.0,2,10,14,8,27,34.0,1,1,2,9,52,60
酒泉街１８５號二樓,25.0722104,121.5122682,3,5,10,3,8,13.0,3,4,9.0,2,5,9,2,12.0,22.0,0,5,15.0,2,6,9,6,15.0,31.0,1,4,7,2,5,11.0,0,1,3,10,23,44
臺北市內湖區文德路２２巷１８號３樓,25.0774202,121.5798911,1,1,15,5,10,60.0,1,4,33.0,1,2,13,8,12.0,45.0,1,16,34.0,1,4,19,12,20.0,60.0,0,1,10,7,12,59.0,0,2,7,8,23,60
