,subway_station_500m,subway_station_1000m,subway_station_3000m,police_500m,police_1000m,police_3000m,primary_school_500m,primary_school_1000m,primary_school_3000m,university_500m,university_1000m,university_3000m,library_500m,library_1000m,library_3000m,night_club_500m,night_club_1000m,night_club_3000m,shopping_mall_500m,shopping_mall_1000m,shopping_mall_3000m,supermarket_500m,supermarket_1000m,supermarket_3000m,bus_station_500m,bus_station_1000m,bus_station_3000m,park_500m,park_1000m,park_3000m,church_500m,church_1000m,church_3000m,hospital_500m,hospital_1000m,hospital_3000m,Transaction Date,Total Cost(NTD),Cost per Sqaure Meter,Building Completion Date,Transacted Floor,Total Floor,Total Area Transacted (Sqaure Meter),Bed Rooms,Living/Dining Rooms,Bathrooms,Main construction Method,Type of Building,transaction year,time delta,time delta year,500_label,1km_label,3km_label,500_price_label,1km_price_label,3km_price_label,house_no_price_label,house_price_label,latitude,longitude,geometry,TOWNCODE,TOWNNAME,VILLNAME,VILLENG,TOWNNAME_EN,COUNTYNAME,TTL_INCOME,AVG,MEDIAN,QUANTILE1,QUANTILE3,STD,VAR,edu_age_15up_total,edu_doctor,edu_master,edu_undergrad,edu_cc,edu_senior,edu_junior,edu_primary
2411,0.0,1.0,6.0,0.0,3.0,17.0,0.0,3.0,20.0,0.0,2.0,26.0,3.0,5.0,24.0,0.0,3.0,15.0,0.0,1.0,23.0,0.0,6.0,52.0,1.0,12.0,47.0,8.0,20.0,60.0,3.0,16.0,60.0,22.0,26.0,60.0,2020-06-10,31000000,266044,2019-11-14,7,19.0,147.1,0,0,0,Steel Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,209 days,0.0,1,0,1,0,0,0,0,0,25.0946766,121.5173193,POINT (121.5173193 25.0946766),63000110.0,士林區,福佳里,Fujia Vil.,,臺北市,2660659.0,1002.0,550.0,235,1195,1358.51,135.61,6640.0,62.0,655.0,1999.0,753.0,1209.0,362.0,522.0
2412,0.0,1.0,5.0,0.0,2.0,17.0,0.0,2.0,21.0,0.0,2.0,26.0,3.0,5.0,23.0,0.0,2.0,15.0,0.0,0.0,23.0,0.0,5.0,52.0,1.0,10.0,48.0,8.0,20.0,60.0,2.0,13.0,60.0,21.0,26.0,60.0,2020-06-11,45380000,271366,2019-11-14,9,19.0,199.14,0,0,0,Steel Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,210 days,0.0,1,0,1,0,0,0,0,0,25.094827,121.5167148,POINT (121.5167148 25.094827),63000110.0,士林區,福佳里,Fujia Vil.,,臺北市,2660659.0,1002.0,550.0,235,1195,1358.51,135.61,6640.0,62.0,655.0,1999.0,753.0,1209.0,362.0,522.0
2413,0.0,1.0,5.0,0.0,2.0,17.0,0.0,2.0,21.0,0.0,2.0,26.0,3.0,5.0,23.0,0.0,2.0,15.0,0.0,0.0,23.0,0.0,5.0,52.0,1.0,10.0,48.0,8.0,20.0,60.0,2.0,13.0,60.0,21.0,26.0,60.0,2020-06-03,44900000,270011,2019-11-14,7,19.0,198.52,0,0,0,Steel Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,202 days,0.0,1,0,1,0,0,0,0,0,25.094827,121.5167148,POINT (121.5167148 25.094827),63000110.0,士林區,福佳里,Fujia Vil.,,臺北市,2660659.0,1002.0,550.0,235,1195,1358.51,135.61,6640.0,62.0,655.0,1999.0,753.0,1209.0,362.0,522.0
2414,0.0,1.0,6.0,0.0,3.0,17.0,0.0,3.0,20.0,0.0,2.0,26.0,3.0,5.0,24.0,0.0,3.0,15.0,0.0,1.0,23.0,0.0,6.0,52.0,1.0,12.0,47.0,8.0,20.0,60.0,3.0,16.0,60.0,22.0,26.0,60.0,2020-06-25,29800000,258464,2019-11-14,6,19.0,147.08,3,1,1,Steel Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,224 days,0.0,1,0,1,0,0,0,0,0,25.0946766,121.5173193,POINT (121.5173193 25.0946766),63000110.0,士林區,福佳里,Fujia Vil.,,臺北市,2660659.0,1002.0,550.0,235,1195,1358.51,135.61,6640.0,62.0,655.0,1999.0,753.0,1209.0,362.0,522.0
2415,1.0,2.0,5.0,0.0,3.0,18.0,2.0,3.0,24.0,0.0,3.0,40.0,2.0,5.0,26.0,0.0,4.0,16.0,0.0,7.0,23.0,1.0,6.0,47.0,5.0,22.0,43.0,2.0,36.0,60.0,10.0,28.0,60.0,25.0,30.0,60.0,2020-06-09,25750000,208536,1963-12-30,1,2.0,123.48,6,3,3,Reinforced Brick,Apartment (Below 5F without Elevator),2020,20616 days,56.0,1,2,1,3,3,3,2,0,25.0954069,121.523101,POINT (121.523101 25.0954069),63000110.0,士林區,福佳里,Fujia Vil.,,臺北市,2660659.0,1002.0,550.0,235,1195,1358.51,135.61,6640.0,62.0,655.0,1999.0,753.0,1209.0,362.0,522.0
2416,0.0,1.0,6.0,0.0,3.0,17.0,0.0,3.0,20.0,0.0,2.0,26.0,3.0,5.0,24.0,0.0,3.0,15.0,0.0,1.0,23.0,0.0,6.0,52.0,1.0,12.0,47.0,8.0,20.0,60.0,3.0,16.0,60.0,22.0,26.0,60.0,2020-06-25,33620000,294309,2019-11-14,12,19.0,146.95,0,0,0,Steel Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,224 days,0.0,1,0,1,0,0,0,0,2,25.0946766,121.5173193,POINT (121.5173193 25.0946766),63000110.0,士林區,福佳里,Fujia Vil.,,臺北市,2660659.0,1002.0,550.0,235,1195,1358.51,135.61,6640.0,62.0,655.0,1999.0,753.0,1209.0,362.0,522.0
2417,0.0,1.0,5.0,0.0,2.0,17.0,0.0,2.0,21.0,0.0,2.0,26.0,3.0,5.0,23.0,0.0,2.0,15.0,0.0,0.0,23.0,0.0,5.0,52.0,1.0,10.0,48.0,8.0,20.0,60.0,2.0,13.0,60.0,21.0,26.0,60.0,2020-05-27,43980000,262443,2019-11-14,7,19.0,199.14,4,2,2,Steel Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,195 days,0.0,1,0,1,0,0,0,0,0,25.094827,121.5167148,POINT (121.5167148 25.094827),63000110.0,士林區,福佳里,Fujia Vil.,,臺北市,2660659.0,1002.0,550.0,235,1195,1358.51,135.61,6640.0,62.0,655.0,1999.0,753.0,1209.0,362.0,522.0
2418,0.0,1.0,5.0,0.0,2.0,17.0,0.0,2.0,21.0,0.0,2.0,26.0,3.0,5.0,23.0,0.0,2.0,15.0,0.0,0.0,23.0,0.0,5.0,52.0,1.0,10.0,48.0,8.0,20.0,60.0,2.0,13.0,60.0,21.0,26.0,60.0,2020-06-05,54400000,323757,2019-11-14,18,19.0,198.52,0,0,0,Steel Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,204 days,0.0,1,0,1,2,2,2,0,2,25.094827,121.5167148,POINT (121.5167148 25.094827),63000110.0,士林區,福佳里,Fujia Vil.,,臺北市,2660659.0,1002.0,550.0,235,1195,1358.51,135.61,6640.0,62.0,655.0,1999.0,753.0,1209.0,362.0,522.0
2419,0.0,0.0,2.0,1.0,4.0,5.0,3.0,5.0,9.0,0.0,1.0,6.0,1.0,2.0,4.0,0.0,1.0,10.0,1.0,2.0,10.0,7.0,17.0,29.0,0.0,5.0,12.0,6.0,36.0,57.0,10.0,17.0,34.0,4.0,17.0,27.0,2020-03-23,10900000,229861,1970-12-18,3,4.0,47.42,3,2,2,Reinforced Concrete,Apartment (Below 5F without Elevator),2020,17993 days,49.0,2,0,2,0,0,0,2,0,25.0609116,121.5639237,POINT (121.5639237 25.0609116),63000010.0,松山區,富錦里,Fujin Vil.,Songshan,臺北市,2075995.0,1131.0,641.0,266,1340,1744.98,154.24,4298.0,48.0,509.0,1617.0,544.0,657.0,179.0,175.0
2420,0.0,0.0,2.0,1.0,5.0,5.0,3.0,4.0,6.0,0.0,1.0,3.0,1.0,2.0,4.0,0.0,1.0,5.0,1.0,2.0,10.0,1.0,12.0,24.0,0.0,4.0,12.0,6.0,29.0,53.0,7.0,13.0,21.0,3.0,6.0,23.0,2020-04-22,31880000,176084,1982-12-22,2,7.0,181.05,6,2,1,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,13636 days,37.0,2,0,2,3,3,3,0,0,25.0627447,121.5635789,POINT (121.5635789 25.0627447),63000010.0,松山區,富錦里,Fujin Vil.,Songshan,臺北市,2075995.0,1131.0,641.0,266,1340,1744.98,154.24,4298.0,48.0,509.0,1617.0,544.0,657.0,179.0,175.0
2421,0.0,0.0,2.0,1.0,4.0,5.0,3.0,4.0,5.0,0.0,1.0,3.0,1.0,2.0,4.0,0.0,1.0,6.0,1.0,2.0,10.0,1.0,12.0,24.0,1.0,4.0,10.0,7.0,30.0,49.0,7.0,15.0,21.0,4.0,6.0,23.0,2020-04-28,11250000,171389,1995-10-19,3,5.0,65.64,2,1,1,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,8958 days,24.0,2,0,2,3,3,3,2,1,25.0623801,121.5643767,POINT (121.5643767 25.0623801),63000010.0,松山區,富錦里,Fujin Vil.,Songshan,臺北市,2075995.0,1131.0,641.0,266,1340,1744.98,154.24,4298.0,48.0,509.0,1617.0,544.0,657.0,179.0,175.0
2422,0.0,0.0,2.0,1.0,5.0,5.0,3.0,4.0,6.0,0.0,1.0,3.0,1.0,2.0,4.0,0.0,1.0,5.0,1.0,2.0,10.0,1.0,12.0,24.0,0.0,4.0,12.0,6.0,29.0,53.0,7.0,13.0,21.0,3.0,6.0,23.0,2020-05-04,33330000,184093,1982-12-22,5,7.0,181.05,3,2,2,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,13648 days,37.0,2,0,2,3,3,3,0,0,25.0627447,121.5635789,POINT (121.5635789 25.0627447),63000010.0,松山區,富錦里,Fujin Vil.,Songshan,臺北市,2075995.0,1131.0,641.0,266,1340,1744.98,154.24,4298.0,48.0,509.0,1617.0,544.0,657.0,179.0,175.0
2423,0.0,0.0,2.0,1.0,4.0,5.0,3.0,5.0,8.0,0.0,1.0,5.0,1.0,2.0,4.0,0.0,1.0,8.0,1.0,2.0,10.0,4.0,13.0,26.0,1.0,5.0,12.0,8.0,35.0,54.0,10.0,16.0,28.0,4.0,14.0,25.0,2020-05-24,23300000,198873,1983-06-28,5,5.0,117.16,3,2,2,Reinforced Concrete,Apartment (Below 5F without Elevator),2020,13480 days,36.0,2,0,2,3,3,3,2,0,25.061406,121.5641293,POINT (121.5641293 25.061406),63000010.0,松山區,富錦里,Fujin Vil.,Songshan,臺北市,2075995.0,1131.0,641.0,266,1340,1744.98,154.24,4298.0,48.0,509.0,1617.0,544.0,657.0,179.0,175.0
2424,0.0,0.0,1.0,1.0,4.0,5.0,3.0,4.0,5.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,4.0,1.0,5.0,11.0,1.0,9.0,23.0,1.0,3.0,8.0,6.0,30.0,47.0,5.0,13.0,19.0,3.0,6.0,19.0,2021-09-27,22500000,190178,1982-06-30,5,7.0,118.31,3,2,2,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2021,14334 days,39.0,2,0,2,3,3,3,2,0,25.0629498,121.5649358,POINT (121.5649358 25.0629498),63000010.0,松山區,富錦里,Fujin Vil.,Songshan,臺北市,2075995.0,1131.0,641.0,266,1340,1744.98,154.24,4298.0,48.0,509.0,1617.0,544.0,657.0,179.0,175.0
2425,0.0,0.0,2.0,1.0,4.0,5.0,4.0,5.0,9.0,0.0,1.0,6.0,1.0,3.0,4.0,0.0,2.0,9.0,1.0,2.0,10.0,7.0,17.0,29.0,1.0,5.0,9.0,8.0,36.0,56.0,10.0,17.0,35.0,4.0,17.0,26.0,2020-05-23,17680000,185403,1970-12-18,4,4.0,95.36,3,2,1,Reinforced Concrete,Apartment (Below 5F without Elevator),2020,18054 days,49.0,2,0,2,3,3,3,2,0,25.060674,121.5641735,POINT (121.5641735 25.060674),63000010.0,松山區,富錦里,Fujin Vil.,Songshan,臺北市,2075995.0,1131.0,641.0,266,1340,1744.98,154.24,4298.0,48.0,509.0,1617.0,544.0,657.0,179.0,175.0
2426,0.0,1.0,1.0,1.0,4.0,5.0,2.0,7.0,10.0,0.0,5.0,7.0,1.0,3.0,7.0,0.0,9.0,9.0,1.0,3.0,13.0,8.0,21.0,30.0,3.0,6.0,11.0,7.0,36.0,60.0,9.0,30.0,45.0,5.0,24.0,35.0,2020-04-27,37000000,371039,1973-09-10,2,4.0,99.72,0,0,0,Reinforced Concrete,Others,2020,17031 days,46.0,2,2,2,2,2,2,2,2,25.057071,121.5646487,POINT (121.5646487 25.057071),63000010.0,松山區,富泰里,Futai Vil.,Songshan,臺北市,1819376.0,1085.0,633.0,257,1382,1604.85,147.93,3872.0,45.0,532.0,1401.0,510.0,592.0,136.0,127.0
2427,0.0,1.0,1.0,1.0,4.0,5.0,2.0,6.0,8.0,0.0,4.0,7.0,1.0,3.0,7.0,0.0,8.0,9.0,1.0,3.0,15.0,8.0,20.0,34.0,2.0,6.0,11.0,7.0,35.0,56.0,6.0,28.0,41.0,5.0,23.0,32.0,2020-05-23,22000000,261500,1973-07-20,1,4.0,84.13,3,2,1,Reinforced Concrete,Apartment (Below 5F without Elevator),2020,17109 days,46.0,2,2,2,0,0,0,2,0,25.0576348,121.5655788,POINT (121.5655788 25.0576348),63000010.0,松山區,富泰里,Futai Vil.,Songshan,臺北市,1819376.0,1085.0,633.0,257,1382,1604.85,147.93,3872.0,45.0,532.0,1401.0,510.0,592.0,136.0,127.0
2428,0.0,1.0,1.0,4.0,4.0,6.0,3.0,7.0,10.0,0.0,3.0,7.0,1.0,3.0,11.0,0.0,7.0,9.0,1.0,2.0,13.0,9.0,20.0,29.0,3.0,5.0,12.0,7.0,37.0,59.0,10.0,25.0,43.0,5.0,23.0,35.0,2020-06-10,20400000,205479,1983-12-29,11,16.0,99.28,3,2,1,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,13313 days,36.0,2,2,2,3,3,3,2,0,25.058439,121.563775,POINT (121.563775 25.058439),63000010.0,松山區,富泰里,Futai Vil.,Songshan,臺北市,1819376.0,1085.0,633.0,257,1382,1604.85,147.93,3872.0,45.0,532.0,1401.0,510.0,592.0,136.0,127.0
2429,0.0,1.0,1.0,3.0,4.0,6.0,3.0,6.0,9.0,0.0,3.0,7.0,1.0,3.0,8.0,0.0,6.0,9.0,1.0,2.0,13.0,9.0,20.0,30.0,2.0,6.0,10.0,6.0,36.0,59.0,10.0,24.0,42.0,5.0,23.0,35.0,2020-06-15,6700000,172725,1983-12-29,11,16.0,38.79,1,1,1,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,13318 days,36.0,2,2,2,3,3,3,2,1,25.0586555,121.56412,POINT (121.56412 25.0586555),63000010.0,松山區,富泰里,Futai Vil.,Songshan,臺北市,1819376.0,1085.0,633.0,257,1382,1604.85,147.93,3872.0,45.0,532.0,1401.0,510.0,592.0,136.0,127.0
2430,0.0,1.0,3.0,1.0,2.0,3.0,0.0,6.0,7.0,0.0,4.0,26.0,2.0,5.0,11.0,0.0,3.0,27.0,3.0,7.0,13.0,12.0,25.0,29.0,6.0,12.0,25.0,4.0,29.0,49.0,2.0,19.0,36.0,2.0,17.0,39.0,2020-04-28,17600000,152606,1989-01-23,3,7.0,115.33,3,2,2,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,11418 days,31.0,2,2,2,3,3,3,2,1,25.0671637,121.5354035,POINT (121.5354035 25.0671637),63000040.0,中山區,行孝里,Xingxiao Vil.,Zhongshan,臺北市,1041059.0,762.0,489.0,225,1005,850.25,111.64,3788.0,15.0,290.0,1051.0,421.0,798.0,296.0,304.0
2431,0.0,2.0,3.0,1.0,1.0,5.0,1.0,3.0,7.0,0.0,23.0,25.0,3.0,7.0,10.0,0.0,4.0,24.0,4.0,7.0,12.0,13.0,21.0,35.0,9.0,23.0,28.0,4.0,30.0,55.0,4.0,23.0,40.0,2.0,19.0,37.0,2020-03-04,21200000,251215,2015-10-16,2,14.0,84.39,0,0,0,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,1601 days,4.0,2,2,2,0,0,0,2,0,25.0651098,121.5372958,POINT (121.5372958 25.0651098),63000040.0,中山區,行孝里,Xingxiao Vil.,Zhongshan,臺北市,1041059.0,762.0,489.0,225,1005,850.25,111.64,3788.0,15.0,290.0,1051.0,421.0,798.0,296.0,304.0
2432,0.0,2.0,3.0,1.0,1.0,5.0,1.0,3.0,7.0,0.0,21.0,24.0,2.0,4.0,10.0,0.0,2.0,18.0,3.0,7.0,10.0,11.0,21.0,32.0,7.0,19.0,27.0,3.0,32.0,51.0,3.0,19.0,38.0,2.0,19.0,35.0,2021-08-18,17000000,150736,1983-02-21,3,7.0,112.78,3,2,2,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2021,14058 days,38.0,2,2,2,3,3,3,2,1,25.0659,121.53748,POINT (121.53748 25.0659),63000040.0,中山區,行孝里,Xingxiao Vil.,Zhongshan,臺北市,1041059.0,762.0,489.0,225,1005,850.25,111.64,3788.0,15.0,290.0,1051.0,421.0,798.0,296.0,304.0
2433,0.0,2.0,3.0,1.0,2.0,4.0,0.0,6.0,7.0,0.0,4.0,27.0,2.0,6.0,11.0,0.0,3.0,30.0,3.0,7.0,13.0,12.0,26.0,29.0,6.0,11.0,26.0,4.0,29.0,50.0,2.0,19.0,38.0,2.0,17.0,40.0,2020-05-15,13500000,194245,1988-08-01,5,7.0,69.5,2,2,2,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,11610 days,31.0,2,2,2,3,3,3,2,0,25.0672047,121.5349709,POINT (121.5349709 25.0672047),63000040.0,中山區,行孝里,Xingxiao Vil.,Zhongshan,臺北市,1041059.0,762.0,489.0,225,1005,850.25,111.64,3788.0,15.0,290.0,1051.0,421.0,798.0,296.0,304.0
2434,0.0,2.0,3.0,1.0,1.0,5.0,1.0,3.0,7.0,0.0,23.0,25.0,3.0,7.0,11.0,0.0,5.0,21.0,4.0,7.0,11.0,13.0,21.0,36.0,8.0,23.0,29.0,4.0,30.0,60.0,4.0,23.0,39.0,2.0,19.0,37.0,2020-05-21,17300000,232914,2019-09-18,3,17.0,103.3,1,1,1,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,246 days,0.0,2,2,2,0,0,0,2,0,25.064653,121.537914,POINT (121.537914 25.064653),63000040.0,中山區,行孝里,Xingxiao Vil.,Zhongshan,臺北市,1041059.0,762.0,489.0,225,1005,850.25,111.64,3788.0,15.0,290.0,1051.0,421.0,798.0,296.0,304.0
2435,0.0,2.0,3.0,1.0,1.0,5.0,1.0,3.0,7.0,0.0,23.0,25.0,3.0,7.0,11.0,0.0,5.0,21.0,4.0,7.0,11.0,13.0,21.0,36.0,8.0,23.0,29.0,4.0,30.0,60.0,4.0,23.0,39.0,2.0,19.0,37.0,2020-06-04,35600000,283597,2019-09-18,4,17.0,155.46,3,2,2,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,260 days,0.0,2,2,2,0,0,0,0,2,25.064653,121.537914,POINT (121.537914 25.064653),63000040.0,中山區,行孝里,Xingxiao Vil.,Zhongshan,臺北市,1041059.0,762.0,489.0,225,1005,850.25,111.64,3788.0,15.0,290.0,1051.0,421.0,798.0,296.0,304.0
2436,0.0,2.0,3.0,1.0,1.0,5.0,1.0,3.0,7.0,0.0,23.0,25.0,3.0,7.0,11.0,0.0,6.0,22.0,4.0,7.0,11.0,13.0,22.0,36.0,8.0,23.0,29.0,4.0,30.0,60.0,4.0,23.0,39.0,2.0,19.0,37.0,2020-06-17,33000000,281498,2019-09-18,9,17.0,117.23,3,2,2,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,273 days,0.0,2,2,2,0,0,0,2,2,25.064589,121.537919,POINT (121.537919 25.064589),63000040.0,中山區,行孝里,Xingxiao Vil.,Zhongshan,臺北市,1041059.0,762.0,489.0,225,1005,850.25,111.64,3788.0,15.0,290.0,1051.0,421.0,798.0,296.0,304.0
2437,0.0,2.0,3.0,1.0,1.0,5.0,1.0,3.0,7.0,0.0,23.0,25.0,3.0,7.0,10.0,0.0,5.0,21.0,4.0,7.0,11.0,13.0,21.0,35.0,8.0,23.0,29.0,4.0,29.0,60.0,6.0,23.0,39.0,2.0,19.0,37.0,2020-06-19,23060000,243722,2019-09-18,11,17.0,124.45,1,1,1,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,275 days,0.0,2,2,2,0,0,0,2,0,25.0647851,121.5378904,POINT (121.5378904 25.0647851),63000040.0,中山區,行孝里,Xingxiao Vil.,Zhongshan,臺北市,1041059.0,762.0,489.0,225,1005,850.25,111.64,3788.0,15.0,290.0,1051.0,421.0,798.0,296.0,304.0
2438,0.0,1.0,3.0,1.0,2.0,3.0,0.0,4.0,7.0,0.0,2.0,26.0,2.0,5.0,11.0,0.0,3.0,20.0,3.0,7.0,12.0,11.0,21.0,28.0,5.0,12.0,24.0,4.0,30.0,48.0,2.0,19.0,32.0,2.0,15.0,38.0,2020-05-29,14484000,129310,1983-03-14,4,5.0,112.01,4,2,2,Reinforced Concrete,Apartment (Below 5F without Elevator),2020,13591 days,37.0,2,0,2,1,1,1,2,1,25.067186,121.535982,POINT (121.535982 25.067186),63000040.0,中山區,行孝里,Xingxiao Vil.,Zhongshan,臺北市,1041059.0,762.0,489.0,225,1005,850.25,111.64,3788.0,15.0,290.0,1051.0,421.0,798.0,296.0,304.0
2439,0.0,2.0,3.0,1.0,1.0,5.0,1.0,3.0,7.0,0.0,23.0,25.0,3.0,7.0,10.0,0.0,5.0,21.0,4.0,7.0,11.0,13.0,21.0,35.0,8.0,23.0,29.0,4.0,29.0,60.0,6.0,23.0,39.0,2.0,19.0,37.0,2020-05-08,17600000,243700,2019-09-18,9,17.0,72.22,2,2,1,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,233 days,0.0,2,2,2,0,0,0,2,0,25.0647851,121.5378904,POINT (121.5378904 25.0647851),63000040.0,中山區,行孝里,Xingxiao Vil.,Zhongshan,臺北市,1041059.0,762.0,489.0,225,1005,850.25,111.64,3788.0,15.0,290.0,1051.0,421.0,798.0,296.0,304.0
2440,0.0,2.0,3.0,1.0,1.0,5.0,1.0,3.0,7.0,0.0,22.0,24.0,3.0,6.0,10.0,0.0,3.0,20.0,4.0,7.0,12.0,13.0,21.0,33.0,7.0,23.0,27.0,3.0,28.0,52.0,4.0,23.0,37.0,2.0,19.0,35.0,2020-11-18,13280000,181818,1977-11-10,3,5.0,73.04,3,2,1,Reinforced Concrete,Apartment (Below 5F without Elevator),2020,15714 days,43.0,2,2,2,3,3,3,2,0,25.0655026,121.537467,POINT (121.537467 25.0655026),63000040.0,中山區,行孝里,Xingxiao Vil.,Zhongshan,臺北市,1041059.0,762.0,489.0,225,1005,850.25,111.64,3788.0,15.0,290.0,1051.0,421.0,798.0,296.0,304.0
2441,0.0,2.0,3.0,1.0,1.0,5.0,1.0,3.0,7.0,0.0,23.0,25.0,3.0,6.0,10.0,0.0,2.0,17.0,4.0,7.0,10.0,13.0,21.0,33.0,7.0,23.0,27.0,5.0,27.0,53.0,5.0,23.0,38.0,2.0,19.0,34.0,2020-05-29,17000000,153153,1981-03-18,6,7.0,111.0,3,2,2,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,14317 days,39.0,2,2,2,3,3,3,2,1,25.0654415,121.537715,POINT (121.537715 25.0654415),63000040.0,中山區,行孝里,Xingxiao Vil.,Zhongshan,臺北市,1041059.0,762.0,489.0,225,1005,850.25,111.64,3788.0,15.0,290.0,1051.0,421.0,798.0,296.0,304.0
2442,0.0,2.0,3.0,1.0,1.0,5.0,1.0,3.0,7.0,0.0,23.0,25.0,3.0,7.0,11.0,0.0,6.0,22.0,4.0,7.0,11.0,13.0,22.0,36.0,8.0,23.0,29.0,4.0,30.0,60.0,4.0,23.0,39.0,2.0,19.0,37.0,2020-07-13,16200000,250929,2019-09-18,10,17.0,64.56,1,1,1,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,299 days,0.0,2,2,2,0,0,0,2,0,25.064589,121.537919,POINT (121.537919 25.064589),63000040.0,中山區,行孝里,Xingxiao Vil.,Zhongshan,臺北市,1041059.0,762.0,489.0,225,1005,850.25,111.64,3788.0,15.0,290.0,1051.0,421.0,798.0,296.0,304.0
2443,0.0,2.0,3.0,1.0,1.0,5.0,1.0,3.0,7.0,0.0,23.0,25.0,3.0,7.0,11.0,0.0,6.0,22.0,4.0,7.0,11.0,13.0,22.0,36.0,8.0,23.0,29.0,4.0,30.0,60.0,4.0,23.0,39.0,2.0,19.0,37.0,2020-07-13,16000000,247831,2019-09-18,7,17.0,64.56,1,1,1,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,299 days,0.0,2,2,2,0,0,0,2,0,25.064589,121.537919,POINT (121.537919 25.064589),63000040.0,中山區,行孝里,Xingxiao Vil.,Zhongshan,臺北市,1041059.0,762.0,489.0,225,1005,850.25,111.64,3788.0,15.0,290.0,1051.0,421.0,798.0,296.0,304.0
2444,0.0,2.0,3.0,1.0,1.0,5.0,1.0,3.0,7.0,0.0,23.0,25.0,3.0,7.0,10.0,0.0,4.0,24.0,4.0,7.0,12.0,13.0,21.0,35.0,9.0,23.0,28.0,4.0,30.0,55.0,4.0,23.0,40.0,2.0,19.0,37.0,2020-06-13,19480000,230970,2015-10-16,4,14.0,84.34,0,0,0,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,1702 days,4.0,2,2,2,0,0,0,2,0,25.0651098,121.5372958,POINT (121.5372958 25.0651098),63000040.0,中山區,行孝里,Xingxiao Vil.,Zhongshan,臺北市,1041059.0,762.0,489.0,225,1005,850.25,111.64,3788.0,15.0,290.0,1051.0,421.0,798.0,296.0,304.0
2445,0.0,2.0,3.0,1.0,1.0,5.0,1.0,3.0,7.0,0.0,23.0,25.0,3.0,7.0,11.0,0.0,5.0,21.0,4.0,7.0,11.0,13.0,21.0,36.0,8.0,23.0,29.0,4.0,30.0,60.0,4.0,23.0,39.0,2.0,19.0,37.0,2020-07-13,21000000,253438,2019-09-18,7,17.0,112.22,2,1,1,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,299 days,0.0,2,2,2,0,0,0,2,0,25.064653,121.537914,POINT (121.537914 25.064653),63000040.0,中山區,行孝里,Xingxiao Vil.,Zhongshan,臺北市,1041059.0,762.0,489.0,225,1005,850.25,111.64,3788.0,15.0,290.0,1051.0,421.0,798.0,296.0,304.0
2446,0.0,2.0,3.0,1.0,1.0,5.0,1.0,3.0,7.0,0.0,23.0,25.0,3.0,7.0,11.0,0.0,6.0,22.0,4.0,7.0,11.0,13.0,22.0,36.0,8.0,23.0,29.0,4.0,30.0,60.0,4.0,23.0,39.0,2.0,19.0,37.0,2020-07-13,36480000,284501,2019-09-18,13,17.0,158.18,2,2,2,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,299 days,0.0,2,2,2,0,0,0,0,2,25.064589,121.537919,POINT (121.537919 25.064589),63000040.0,中山區,行孝里,Xingxiao Vil.,Zhongshan,臺北市,1041059.0,762.0,489.0,225,1005,850.25,111.64,3788.0,15.0,290.0,1051.0,421.0,798.0,296.0,304.0
